fen	score_cp	wdl	decisive	mode	score_source
7R/3nk1r1/3N1s2/1ppPm1p1/8/1PNSM1P1/8/3K4 b - - 0 29	52	1.0	1	depth_handicap	engine_search
7R/3nk1r1/3m1s2/1ppP2p1/8/1PNSM1P1/8/3K4 w - - 0 30	50	1.0	1	depth_handicap	engine_search
7R/3nk1r1/3m1s2/1NpP2p1/8/1P1SM1P1/8/3K4 b - - 0 30	50	1.0	1	depth_handicap	engine_search
7R/3nk1r1/3m4/1NpPs1p1/8/1P1SM1P1/8/3K4 w - - 1 31	51	1.0	1	depth_handicap	engine_search
7R/3nk1r1/3m4/2pPs1p1/8/1PNSM1P1/8/3K4 b - - 2 31	51	1.0	1	depth_handicap	engine_search
7R/4k1r1/3m1n2/2pPs1p1/8/1PNSM1P1/8/3K4 w - - 3 32	41	1.0	1	depth_handicap	engine_search
7R/4k1r1/3m1n2/2pPs1p1/8/1PNSM1P1/4K3/8 b - - 4 32	41	1.0	1	depth_handicap	engine_search
7R/4k3/3m1nr1/2pPs1p1/8/1PNSM1P1/4K3/8 w - - 5 33	39	1.0	1	depth_handicap	engine_search
7R/4k3/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 b - - 6 33	39	1.0	1	depth_handicap	engine_search
7R/3k4/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 w - - 7 34	37	1.0	1	depth_handicap	engine_search
7R/3k4/3m1nr1/2pPs1p1/8/1PNSM1P1/4K3/8 b - - 8 34	37	1.0	1	depth_handicap	engine_search
7R/2k5/3m1nr1/2pPs1p1/8/1PNSM1P1/4K3/8 w - - 9 35	32	1.0	1	depth_handicap	engine_search
7R/2k5/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 b - - 10 35	71	1.0	1	depth_handicap	engine_search
7R/3k4/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 w - - 11 36	45	1.0	1	depth_handicap	engine_search
7R/3k4/3m1nr1/2pPs1p1/8/1PNSM1P1/6K1/8 b - - 12 36	45	1.0	1	depth_handicap	engine_search
7R/3k4/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 w - - 13 37	0	1.0	1	depth_handicap	engine_search
8/3k3R/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 b - - 14 37	0	1.0	1	depth_handicap	engine_search
4k3/7R/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 w - - 15 38	0	1.0	1	depth_handicap	engine_search
4k2R/8/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 b - - 16 38	0	1.0	1	depth_handicap	engine_search
7R/3k4/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 w - - 17 39	11	1.0	1	depth_handicap	engine_search
8/3k3R/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 b - - 18 39	47	1.0	1	depth_handicap	engine_search
4k3/7R/3m2r1/2pPs1p1/6n1/1PNSM1P1/6K1/8 w - - 19 40	22	1.0	1	depth_handicap	engine_search
4k3/7R/3m2r1/2pPs1p1/6n1/1PNSMKP1/8/8 b - - 20 40	22	1.0	1	depth_handicap	engine_search
4k3/7R/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 w - - 21 41	33	1.0	1	depth_handicap	engine_search
4k3/1R6/3m1nr1/2pPs1p1/8/1PNSMKP1/8/8 b - - 22 41	33	1.0	1	depth_handicap	engine_search
4k3/1R6/3m1n1r/2pPs1p1/8/1PNSMKP1/8/8 w - - 23 42	38	1.0	1	depth_handicap	engine_search
4k3/1R6/3m1n1r/2pPs1p1/8/1PNSM1P1/6K1/8 b - - 24 42	38	1.0	1	depth_handicap	engine_search
4k3/1R6/3m3r/2pPs1p1/6n1/1PNSM1P1/6K1/8 w - - 25 43	37	1.0	1	depth_handicap	engine_search
4k3/1R6/3m3r/2pPs1p1/6n1/1P1SM1P1/6K1/3N4 b - - 26 43	37	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pPs1p1/6n1/1P1SM1P1/6Kr/3N4 w - - 27 44	32	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pPs1p1/6n1/1P1SMKP1/7r/3N4 b - - 28 44	32	1.0	1	depth_handicap	engine_search
4k3/1R6/3m1n2/2pPs1p1/8/1P1SMKP1/7r/3N4 w - - 29 45	40	1.0	1	depth_handicap	engine_search
4k3/1R6/3m1n2/2pPs1p1/8/1P1SMKP1/5N1r/8 b - - 30 45	40	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pns1p1/8/1P1SMKP1/5N1r/8 w - - 0 46	42	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pns1p1/6N1/1P1SMKP1/7r/8 b - - 1 46	42	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pns1p1/6N1/1P1SMKP1/1r6/8 w - - 2 47	32	1.0	1	depth_handicap	engine_search
4k3/1R6/3m4/2pnN1p1/8/1P1SMKP1/1r6/8 b - - 0 47	32	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2pnm1p1/8/1P1SMKP1/1r6/8 w - - 0 48	32	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2pnm1p1/4K3/1P1SM1P1/1r6/8 b - - 1 48	32	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2p1m1p1/1n2K3/1P1SM1P1/1r6/8 w - - 2 49	42	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2p1m1p1/1nS1K3/1P2M1P1/1r6/8 b - - 3 49	42	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2p1m1p1/1nS1K3/1P2M1P1/4r3/8 w - - 4 50	60	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2S1m1p1/1n2K3/1P2M1P1/4r3/8 b - - 0 50	63	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2S1m1p1/4K3/1P2M1P1/n3r3/8 w - - 1 51	173	1.0	1	depth_handicap	engine_search
4k3/1R6/8/2S1m1p1/1P2K3/4M1P1/n3r3/8 b - - 0 51	165	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/2S3p1/1P2K3/4M1P1/n3r3/8 w - - 1 52	279	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/6p1/1P1SK3/4M1P1/n3r3/8 b - - 2 52	279	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/8/1P1SK1p1/4M1P1/n3r3/8 w - - 0 53	324	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/1P6/3SK1p1/4M1P1/n3r3/8 b - - 0 53	235	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/1P6/3SK1p1/4M1P1/nr6/8 w - - 1 54	304	1.0	1	depth_handicap	engine_search
4k3/1R6/5m2/1P3K2/3S2p1/4M1P1/nr6/8 b - - 2 54	304	1.0	1	depth_handicap	engine_search
4k3/1R2m3/8/1P3K2/3S2p1/4M1P1/nr6/8 w - - 3 55	321	1.0	1	depth_handicap	engine_search
4k3/1R2m3/4K3/1P6/3S2p1/4M1P1/nr6/8 b - - 4 55	321	1.0	1	depth_handicap	engine_search
3k4/1R2m3/4K3/1P6/3S2p1/4M1P1/nr6/8 w - - 5 56	346	1.0	1	depth_handicap	engine_search
3k4/1R2m3/4K3/1PS5/6p1/4M1P1/nr6/8 b - - 6 56	331	1.0	1	depth_handicap	engine_search
3k4/1R2m3/4K3/1PS5/6p1/4M1P1/n3r3/8 w - - 7 57	355	1.0	1	depth_handicap	engine_search
3k4/1R2m3/4K3/1P6/3S2p1/4M1P1/n3r3/8 b - - 8 57	355	1.0	1	depth_handicap	engine_search
3k4/1R6/4Km2/1P6/3S2p1/4M1P1/n3r3/8 w - - 9 58	503	1.0	1	depth_handicap	engine_search
3k4/1R6/1M2Km2/8/3S2p1/4M1P1/n3r3/8 b - - 0 58	503	1.0	1	depth_handicap	engine_search
3k4/1R6/1M2Km2/8/3S2p1/4M1P1/n1r5/8 w - - 1 59	744	1.0	1	depth_handicap	engine_search
3k4/1R6/1M2Km2/2S5/6p1/4M1P1/n1r5/8 b - - 2 59	744	1.0	1	depth_handicap	engine_search
2k5/1R6/1M2Km2/2S5/6p1/4M1P1/n1r5/8 w - - 3 60	785	1.0	1	depth_handicap	engine_search
r3k2r/2snns2/pppm1ppp/3pp3/4P3/PPPPMPPP/2SNNS2/R2KR3 w - - 0 9	2	0.5	0	depth_handicap	engine_search
r3k2r/2snns2/pppm1ppp/3pp3/3PP3/PPP1MPPP/2SNNS2/R2KR3 b - - 0 9	2	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/3pp3/3PP3/PPP1MPPP/2SNNS2/R2KR3 w - - 1 10	-6	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/3pp3/2PPP3/PP2MPPP/2SNNS2/R2KR3 b - - 0 10	-35	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/4p3/2PPp3/PP2MPPP/2SNNS2/R2KR3 w - - 0 11	-4	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/4p3/2PPP3/PP2M1PP/2SNNS2/R2KR3 b - - 0 11	-4	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/8/2PpP3/PP2M1PP/2SNNS2/R2KR3 w - - 0 12	-9	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmsppp/8/2PNP3/PP2M1PP/2SN1S2/R2KR3 b - - 0 12	-9	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppm1ppp/4s3/2PNP3/PP2M1PP/2SN1S2/R2KR3 w - - 1 13	0	0.5	0	depth_handicap	engine_search
r3k2r/2snn3/pppmNppp/4s3/2P1P3/PP2M1PP/2SN1S2/R2KR3 b - - 2 13	0	0.5	0	depth_handicap	engine_search
r3kn1r/2s1n3/pppmNppp/4s3/2P1P3/PP2M1PP/2SN1S2/R2KR3 w - - 3 14	0	0.5	0	depth_handicap	engine_search
r3kN1r/2s1n3/pppm1ppp/4s3/2P1P3/PP2M1PP/2SN1S2/R2KR3 b - - 0 14	0	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pppm1ppp/4s3/2P1P3/PP2M1PP/2SN1S2/R2KR3 w - - 0 15	-1	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pppm1ppp/4s3/1PP1P3/P3M1PP/2SN1S2/R2KR3 b - - 0 15	-2	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pppm1p1p/4s1p1/1PP1P3/P3M1PP/2SN1S2/R2KR3 w - - 0 16	28	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pppm1p1p/4s1p1/1PP1P3/P3MSPP/2SN4/R2KR3 b - - 1 16	28	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pp1m1p1p/2p1s1p1/1PP1P3/P3MSPP/2SN4/R2KR3 w - - 0 17	41	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/pp1m1p1p/1Pp1s1p1/2P1P3/P3MSPP/2SN4/R2KR3 b - - 0 17	41	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/1p1m1p1p/1pp1s1p1/2P1P3/P3MSPP/2SN4/R2KR3 w - - 0 18	49	0.5	0	depth_handicap	engine_search
r3kr2/2s1n3/1p1m1p1p/1Pp1s1p1/4P3/P3MSPP/2SN4/R2KR3 b - - 0 18	49	0.5	0	depth_handicap	engine_search
3rkr2/2s1n3/1p1m1p1p/1Pp1s1p1/4P3/P3MSPP/2SN4/R2KR3 w - - 1 19	49	0.5	0	depth_handicap	engine_search
3rkr2/2s1n3/1p1m1p1p/1Pp1s1p1/4P1P1/P3MS1P/2SN4/R2KR3 b - - 0 19	49	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p1p/1Pp1s1p1/4P1P1/P3MS1P/2SN4/R2KR3 w - - 1 20	60	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p1p/1Pp1s1p1/4P1P1/P2SMS1P/3N4/R2KR3 b - - 2 20	39	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p2/1Pp1s1pp/4P1P1/P2SMS1P/3N4/R2KR3 w - - 0 21	72	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p2/1Pp1s1pp/P3P1P1/3SMS1P/3N4/R2KR3 b - - 0 21	72	0.5	0	depth_handicap	engine_search
3rk3/2s1n2r/1p1m1p2/1Pp1s1pp/P3P1P1/3SMS1P/3N4/R2KR3 w - - 1 22	83	0.5	0	depth_handicap	engine_search
3rk3/2s1n2r/1p1m1p2/1Pp1s1pP/P3P3/3SMS1P/3N4/R2KR3 b - - 0 22	83	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m1p2/1Pp1s1pr/P3P3/3SMS1P/3N4/R2KR3 w - - 0 23	70	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m1p2/1Pp1s1pr/P3P1S1/3SM2P/3N4/R2KR3 b - - 1 23	-9	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p2/1Pp1s1p1/P3P1S1/3SM2P/3N4/R2KR3 w - - 2 24	77	0.5	0	depth_handicap	engine_search
3rk2r/2s1n3/1p1m1p2/1Pp1s1p1/P3P1S1/R2SM2P/3N4/3KR3 b - - 3 24	77	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m1p2/1Pp1s1p1/P3P1Sr/R2SM2P/3N4/3KR3 w - - 4 25	82	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m1p2/1Pp1s1p1/P3P1Sr/R2SM2P/3N4/3K2R1 b - - 5 25	82	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m4/1Pp1spp1/P3P1Sr/R2SM2P/3N4/3K2R1 w - - 0 26	139	0.5	0	depth_handicap	engine_search
3rk3/2s1n3/1p1m4/1Pp1sPp1/P5Sr/R2SM2P/3N4/3K2R1 b - - 0 26	107	0.5	0	depth_handicap	engine_search
4k3/2srn3/1p1m4/1Pp1sPp1/P5Sr/R2SM2P/3N4/3K2R1 w - - 1 27	166	0.5	0	depth_handicap	engine_search
4k3/2srn3/1p1m4/1Pp1sPp1/P5Sr/R2SM1RP/3N4/3K4 b - - 2 27	166	0.5	0	depth_handicap	engine_search
4k2r/2srn3/1p1m4/1Pp1sPp1/P5S1/R2SM1RP/3N4/3K4 w - - 3 28	186	0.5	0	depth_handicap	engine_search
4k2r/2srn3/1p1m4/1Pp1sPp1/P1N3S1/R2SM1RP/8/3K4 b - - 4 28	186	0.5	0	depth_handicap	engine_search
4k2r/2sr4/1p1m4/1PpnsPp1/P1N3S1/R2SM1RP/8/3K4 w - - 5 29	235	0.5	0	depth_handicap	engine_search
4k2r/2sr4/1p1m4/1PpnsPS1/P1N5/R2SM1RP/8/3K4 b - - 0 29	235	0.5	0	depth_handicap	engine_search
4kr2/2sr4/1p1m4/1PpnsPS1/P1N5/R2SM1RP/8/3K4 w - - 1 30	242	0.5	0	depth_handicap	engine_search
4kr2/2sr4/1p1m1M2/1Ppns1S1/P1N5/R2SM1RP/8/3K4 b - - 0 30	242	0.5	0	depth_handicap	engine_search
4kr2/2sr4/1p1m1s2/1Ppn2S1/P1N5/R2SM1RP/8/3K4 w - - 0 31	240	0.5	0	depth_handicap	engine_search
4kr2/2sr4/1p1m1S2/1Ppn4/P1N5/R2SM1RP/8/3K4 b - - 0 31	240	0.5	0	depth_handicap	engine_search
4k3/2sr4/1p1m1r2/1Ppn4/P1N5/R2SM1RP/8/3K4 w - - 0 32	224	0.5	0	depth_handicap	engine_search
4k1R1/2sr4/1p1m1r2/1Ppn4/P1N5/R2SM2P/8/3K4 b - - 1 32	224	0.5	0	depth_handicap	engine_search
6R1/2sr1k2/1p1m1r2/1Ppn4/P1N5/R2SM2P/8/3K4 w - - 2 33	223	0.5	0	depth_handicap	engine_search
8/2sr1k2/1p1m1r2/1Ppn2R1/P1N5/R2SM2P/8/3K4 b - - 3 33	223	0.5	0	depth_handicap	engine_search
8/2srnk2/1p1m1r2/1Pp3R1/P1N5/R2SM2P/8/3K4 w - - 4 34	221	0.5	0	depth_handicap	engine_search
8/2srnk2/1p1m1r2/PPp3R1/2N5/R2SM2P/8/3K4 b - - 0 34	221	0.5	0	depth_handicap	engine_search
8/2srnk2/3m1r2/pPp3R1/2N5/R2SM2P/8/3K4 w - - 0 35	219	0.5	0	depth_handicap	engine_search
8/2srnk2/1M1m1r2/p1p3R1/2N5/R2SM2P/8/3K4 b - - 0 35	219	0.5	0	depth_handicap	engine_search
8/3rnk2/1Msm1r2/p1p3R1/2N5/R2SM2P/8/3K4 w - - 1 36	218	0.5	0	depth_handicap	engine_search
8/3rnk2/1Msm1r2/R1p3R1/2N5/3SM2P/8/3K4 b - - 0 36	218	0.5	0	depth_handicap	engine_search
8/3rnk2/1Msm4/R1p3R1/2N5/3SMr1P/8/3K4 w - - 1 37	223	0.5	0	depth_handicap	engine_search
8/3rnk2/1Msm4/R1p3R1/2N5/3SMr1P/4K3/8 b - - 2 37	223	0.5	0	depth_handicap	engine_search
8/3rnk2/1Msm4/R1p3R1/2N5/3SM2r/4K3/8 w - - 0 38	224	0.5	0	depth_handicap	engine_search
8/3rnk2/2sm4/R1M3R1/2N5/3SM2r/4K3/8 b - - 0 38	224	0.5	0	depth_handicap	engine_search
8/3rnk2/3m4/R1s3R1/2N5/3SM2r/4K3/8 w - - 0 39	224	0.5	0	depth_handicap	engine_search
8/3rnk2/3m4/R1R5/2N5/3SM2r/4K3/8 b - - 0 39	224	0.5	0	depth_handicap	engine_search
8/3rnk2/8/R1m5/2N5/3SM2r/4K3/8 w - - 0 40	224	0.5	0	depth_handicap	engine_search
8/3rnk2/8/R1m1N3/8/3SM2r/4K3/8 b - - 1 40	224	0.5	0	depth_handicap	engine_search
4k3/3rn3/8/R1m1N3/8/3SM2r/4K3/8 w - - 2 41	221	0.5	0	depth_handicap	engine_search
4k3/3Nn3/8/R1m5/8/3SM2r/4K3/8 b - - 0 41	221	0.5	0	depth_handicap	engine_search
8/3kn3/8/R1m5/8/3SM2r/4K3/8 w - - 0 42	224	0.5	0	depth_handicap	engine_search
8/3kn3/8/2R5/8/3SM2r/4K3/8 b - - 0 42	224	0.5	0	depth_handicap	engine_search
8/3kn3/8/2R5/8/3SM3/4K2r/8 w - - 1 43	225	0.5	0	depth_handicap	engine_search
8/3kn3/8/2R5/8/3SMK2/7r/8 b - - 2 43	225	0.5	0	depth_handicap	engine_search
3k4/4n3/8/2R5/8/3SMK2/7r/8 w - - 3 44	230	0.5	0	depth_handicap	engine_search
3k4/4n3/8/2R5/3S4/4MK2/7r/8 b - - 4 44	218	0.5	0	depth_handicap	engine_search
3k4/4n3/7r/2R5/3S4/4MK2/8/8 w - - 5 45	225	0.5	0	depth_handicap	engine_search
3k4/4n3/7r/2R5/3S1M2/5K2/8/8 b - - 6 45	225	0.5	0	depth_handicap	engine_search
3k4/4n3/6r1/2R5/3S1M2/5K2/8/8 w - - 7 46	234	0.5	0	depth_handicap	engine_search
3k4/4n3/6r1/R7/3S1M2/5K2/8/8 b - - 8 46	225	0.5	0	depth_handicap	engine_search
3k4/4n3/8/R7/3S1M2/5K2/8/6r1 w - - 9 47	226	0.5	0	depth_handicap	engine_search
3k4/4n3/8/R7/3S4/4MK2/8/6r1 b - - 10 47	210	0.5	0	depth_handicap	engine_search
3k4/4n3/8/R7/3S4/4MK2/8/1r6 w - - 11 48	222	0.5	0	depth_handicap	engine_search
3k4/4n3/8/R7/3SK3/4M3/8/1r6 b - - 12 48	222	0.5	0	depth_handicap	engine_search
3k4/4n3/8/R7/1r1SK3/4M3/8/8 w - - 13 49	222	0.5	0	depth_handicap	engine_search
3k4/4n3/8/7R/1r1SK3/4M3/8/8 b - - 14 49	222	0.5	0	depth_handicap	engine_search
4k3/4n3/8/7R/1r1SK3/4M3/8/8 w - - 15 50	227	0.5	0	depth_handicap	engine_search
4k3/4n3/8/7R/1r1SKM2/8/8/8 b - - 16 50	227	0.5	0	depth_handicap	engine_search
4k3/8/2n5/7R/1r1SKM2/8/8/8 w - - 17 51	238	0.5	0	depth_handicap	engine_search
4k3/8/2n5/4M2R/1r1SK3/8/8/8 b - - 18 51	238	0.5	0	depth_handicap	engine_search
4k3/4n3/8/4M2R/1r1SK3/8/8/8 w - - 19 52	237	0.5	0	depth_handicap	engine_search
4k3/4n3/3M4/7R/1r1SK3/8/8/8 b - - 20 52	237	0.5	0	depth_handicap	engine_search
4k3/8/2nM4/7R/1r1SK3/8/8/8 w - - 21 53	237	0.5	0	depth_handicap	engine_search
4k3/8/2nM4/3K3R/1r1S4/8/8/8 b - - 22 53	237	0.5	0	depth_handicap	engine_search
4k3/8/3M4/3K3R/1r1n4/8/8/8 w - - 0 54	262	0.5	0	depth_handicap	engine_search
4k3/8/8/2MK3R/1r1n4/8/8/8 b - - 1 54	262	0.5	0	depth_handicap	engine_search
4k3/8/8/2MK3R/3n4/8/8/1r6 w - - 2 55	260	0.5	0	depth_handicap	engine_search
4k3/8/8/3K3R/3M4/8/8/1r6 b - - 0 55	260	0.5	0	depth_handicap	engine_search
4k3/8/8/3K3R/3M4/8/8/3r4 w - - 1 56	258	0.5	0	depth_handicap	engine_search
4k3/8/4K3/7R/3M4/8/8/3r4 b - - 2 56	258	0.5	0	depth_handicap	engine_search
4k3/8/4K3/7R/3M4/8/8/4r3 w - - 3 57	256	0.5	0	depth_handicap	engine_search
4k3/8/4K3/4M2R/8/8/8/4r3 b - - 4 57	256	0.5	0	depth_handicap	engine_search
3k4/8/4K3/4M2R/8/8/8/4r3 w - - 5 58	256	0.5	0	depth_handicap	engine_search
3k4/7R/4K3/4M3/8/8/8/4r3 b - - 6 58	256	0.5	0	depth_handicap	engine_search
3k4/7R/4K3/4M3/8/8/8/3r4 w - - 7 59	259	0.5	0	depth_handicap	engine_search
3k4/7R/8/4MK2/8/8/8/3r4 b - - 8 59	259	0.5	0	depth_handicap	engine_search
3k4/7R/8/4MK2/8/8/8/4r3 w - - 9 60	257	0.5	0	depth_handicap	engine_search
3k4/7R/4K3/4M3/8/8/8/4r3 b - - 10 60	257	0.5	0	depth_handicap	engine_search
2k5/7R/4K3/4M3/8/8/8/4r3 w - - 11 61	257	0.5	0	depth_handicap	engine_search
2k5/8/4K2R/4M3/8/8/8/4r3 b - - 12 61	258	0.5	0	depth_handicap	engine_search
8/2k5/4K2R/4M3/8/8/8/4r3 w - - 13 62	260	0.5	0	depth_handicap	engine_search
7R/2k5/4K3/4M3/8/8/8/4r3 b - - 14 62	260	0.5	0	depth_handicap	engine_search
7R/2k5/4K3/4M3/8/8/8/3r4 w - - 15 63	260	0.5	0	depth_handicap	engine_search
8/2k5/4K3/4M3/7R/8/8/3r4 b - - 16 63	260	0.5	0	depth_handicap	engine_search
3k4/8/4K3/4M3/7R/8/8/3r4 w - - 17 64	260	0.5	0	depth_handicap	engine_search
3k4/8/4K3/8/3M3R/8/8/3r4 b - - 18 64	260	0.5	0	depth_handicap	engine_search
3k4/8/4K3/8/3M3R/8/8/r7 w - - 19 65	260	0.5	0	depth_handicap	engine_search
3k4/8/3K4/8/3M3R/8/8/r7 b - - 20 65	260	0.5	0	depth_handicap	engine_search
3k4/8/r2K4/8/3M3R/8/8/8 w - - 21 66	260	0.5	0	depth_handicap	engine_search
3k4/8/r7/4K3/3M3R/8/8/8 b - - 22 66	260	0.5	0	depth_handicap	engine_search
3k4/8/8/4K3/3M3R/8/8/r7 w - - 23 67	260	0.5	0	depth_handicap	engine_search
3k3R/8/8/4K3/3M4/8/8/r7 b - - 24 67	260	0.5	0	depth_handicap	engine_search
7R/4k3/8/4K3/3M4/8/8/r7 w - - 25 68	260	0.5	0	depth_handicap	engine_search
7R/4k3/8/8/3MK3/8/8/r7 b - - 26 68	260	0.5	0	depth_handicap	engine_search
7R/4k3/8/8/3MK3/8/8/5r2 w - - 27 69	259	0.5	0	depth_handicap	engine_search
8/4k2R/8/8/3MK3/8/8/5r2 b - - 28 69	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3MK3/8/8/5r2 w - - 29 70	259	0.5	0	depth_handicap	engine_search
4k2R/8/8/8/3MK3/8/8/5r2 b - - 30 70	259	0.5	0	depth_handicap	engine_search
7R/3k4/8/8/3MK3/8/8/5r2 w - - 31 71	260	0.5	0	depth_handicap	engine_search
7R/3k4/8/8/3M4/3K4/8/5r2 b - - 32 71	260	0.5	0	depth_handicap	engine_search
7R/3k4/8/8/3M4/3K4/8/4r3 w - - 33 72	259	0.5	0	depth_handicap	engine_search
8/3k3R/8/8/3M4/3K4/8/4r3 b - - 34 72	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/3K4/8/4r3 w - - 35 73	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/8/3K4/4r3 b - - 36 73	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/8/3K4/r7 w - - 37 74	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/2K5/8/r7 b - - 38 74	259	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/r1K5/8/8 w - - 39 75	258	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/2KM4/r7/8/8 b - - 40 75	258	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/2KM4/8/8/r7 w - - 41 76	255	0.5	0	depth_handicap	engine_search
4k3/7R/8/4M3/2K5/8/8/r7 b - - 42 76	255	0.5	0	depth_handicap	engine_search
3k4/7R/8/4M3/2K5/8/8/r7 w - - 43 77	255	0.5	0	depth_handicap	engine_search
3k4/7R/8/4M3/8/2K5/8/r7 b - - 44 77	255	0.5	0	depth_handicap	engine_search
4k3/7R/8/4M3/8/2K5/8/r7 w - - 45 78	255	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/2K5/8/r7 b - - 46 78	255	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/r1K5/8/8 w - - 47 79	257	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/r7/3K4/8 b - - 48 79	257	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/8/r2K4/8 w - - 49 80	258	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/4K3/r7/8 b - - 50 80	258	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M4/4K3/8/r7 w - - 51 81	261	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M1K2/8/8/r7 b - - 52 81	260	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3M1K2/8/8/5r2 w - - 53 82	262	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3MK3/8/8/5r2 b - - 54 82	262	0.5	0	depth_handicap	engine_search
4k3/7R/8/8/3MK3/8/8/r7 w - - 55 83	262	0.5	0	depth_handicap	engine_search
4k3/7R/8/4M3/4K3/8/8/r7 b - - 56 83	262	0.5	0	depth_handicap	engine_search
3k4/7R/8/4M3/4K3/8/8/r7 w - - 57 84	262	0.5	0	depth_handicap	engine_search
3k4/7R/8/4MK2/8/8/8/r7 b - - 58 84	262	0.5	0	depth_handicap	engine_search
3k4/7R/8/4MK2/8/8/8/4r3 w - - 59 85	262	0.5	0	depth_handicap	engine_search
3k4/R7/8/4MK2/8/8/8/4r3 b - - 60 85	257	0.5	0	depth_handicap	engine_search
3k4/R7/8/4MK2/8/8/8/5r2 w - - 61 86	257	0.5	0	depth_handicap	engine_search
3k4/R7/4K3/4M3/8/8/8/5r2 b - - 62 86	257	0.5	0	depth_handicap	engine_search
3k4/R7/4K3/4M3/8/8/8/3r4 w - - 63 87	257	0.5	0	depth_handicap	engine_search
3k4/5R2/4K3/4M3/8/8/8/3r4 b - - 64 87	257	0.5	0	depth_handicap	engine_search
